35.39,9.94
60.36,18.49
98.14,39.66
76.04,61.47
55.18,0.00
81.87,62.66
59.88,52.38
12.63,64.06
44.12,61.13
37.20,58.87
53.13,2.66
80.64,31.15
60.12,23.93
46.61,20.77
72.64,29.25
17.76,62.41
21.04,29.55
58.95,3.90
61.39,24.44
24.21,46.15
45.34,74.72
35.02,72.76
53.38,70.62
85.62,15.93
45.55,73.86
33.82,10.20
38.34,5.96
76.76,30.39
31.45,12.95
74.04,11.01
78.17,34.59
51.25,74.59
94.52,36.96
100.00,34.05
41.07,77.17
64.31,21.82
22.86,45.38
39.90,22.73
26.83,20.44
69.18,1.68
66.90,69.77
62.82,9.09
46.09,0.31
89.88,33.67
44.52,24.62
97.46,34.65
29.38,10.94
76.15,37.46
19.63,34.50
71.61,69.81
45.22,56.94
78.28,56.16
43.07,61.62
47.81,75.37
36.35,58.96
72.92,33.31
81.43,17.22
67.32,22.45
49.90,76.61
95.17,26.13
5.62,40.66
73.11,69.61
32.70,74.61
26.84,53.92
39.72,28.43
34.86,73.05
41.92,55.60
33.75,56.30
27.30,21.79
40.36,3.49
55.00,23.89
67.35,72.97
42.46,25.53
5.78,50.28
71.94,28.28
45.21,32.66
66.14,9.28
53.12,57.47
67.91,30.03
25.57,75.82
82.84,11.44
23.09,36.87
59.21,75.66
44.62,51.60
58.96,72.47
37.84,12.93
17.75,64.21
22.60,50.70
71.95,0.36
82.77,16.25
42.65,78.28
55.97,3.25
99.04,36.79
40.89,74.83
79.95,8.78
65.60,65.89
4.01,49.47
22.62,28.51
46.44,5.94
77.98,43.53
11.80,62.40
0.00,50.44
80.45,47.25
70.29,32.59
22.24,46.14
12.03,56.25
30.11,58.73
59.83,4.16
31.45,8.55
48.26,6.16
80.54,54.78
45.56,74.90
21.91,71.37
24.27,27.74
62.17,52.88
25.20,45.70
73.67,5.35
14.01,60.87
19.61,77.52
24.85,47.97
32.49,74.61
77.26,13.47
55.87,22.62
27.38,64.59
7.57,48.64
90.12,21.13
61.54,72.65
54.55,61.97
9.05,53.53
35.20,60.11
60.44,73.73
61.18,2.09
52.23,5.04
78.28,55.05
56.56,54.95
77.13,31.62
46.32,70.50
81.74,13.99
11.63,49.44
61.98,18.48
64.68,50.29
76.27,42.60
5.30,61.64
34.90,13.05
75.06,59.81
56.04,53.51
43.17,27.85
27.29,28.83
72.18,7.58
37.68,76.73
21.03,66.89
92.02,22.29
70.49,49.45
56.31,57.36
45.22,19.66
50.05,0.54
59.67,68.00
14.20,54.12
45.92,71.94
65.21,2.53
2.01,41.46
66.91,5.09
34.93,81.73
92.66,27.09
54.81,20.10
36.63,74.63
51.60,81.11
52.04,7.48
29.39,46.94
30.24,19.28
68.43,7.27
16.31,66.74
68.77,30.14
99.73,33.70
59.71,71.65
94.06,36.52
25.99,21.14
61.34,5.22
23.21,36.24
84.90,11.49
37.25,50.65
22.28,68.82
46.11,61.28
28.19,54.52
89.18,20.35
54.50,0.13
39.77,78.27
69.60,9.61
37.76,77.43
76.12,42.89
64.10,22.50
61.23,74.82
18.68,61.01
36.95,8.50
35.14,6.44
37.14,6.06
61.59,23.87
66.82,66.57
50.42,56.48
91.59,18.49
